household_key,recency,frequency,monetary,avg_basket_value,total_quantity,avg_quantity,total_discount,discount_rate,unique_products,shopping_days,spend_per_day,coupon_redemptions,coupon_rate,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC,campaigns_received,campaign_types,coupon_redeemer,campaign_rate,coupon_per_campaign,unique_departments,unique_categories,unique_brands,category_diversity
100,20,33,2294.62,69.53393939393939,139469,4226.333333333333,388.27,0.16920884503752257,432,28,81.95071428571428,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.12121212121212122,0.0,22.0,190.0,2.0,5.757575757575758
101,3,242,6651.58,27.485867768595043,352333,1455.9214876033059,2086.67,0.31371042669561217,574,163,40.80723926380368,5.0,0.02066115702479339,Age Group4,X,Level1,Homeowner,Group4,4,2,0.0,0.0,1,0.0,0.0,13.0,99.0,2.0,0.4090909090909091
102,532,8,304.84000000000003,38.105000000000004,139,17.375,53.16,0.17438656344311768,92,8,38.105000000000004,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.625,0.0,13.0,123.0,2.0,15.375
103,2,51,541.99,10.627254901960784,283,5.549019607843137,100.46,0.18535397332054096,208,41,13.219268292682926,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,45.0,2.0,0.8823529411764706
104,0,128,6546.74,51.14640625,40951,319.9296875,1547.87,0.2364337059360842,1065,115,56.92817391304347,4.0,0.03125,Age Group3,X,Level4,Homeowner,Group4,5+,3+,1.0,1.0,1,0.0078125,4.0,8.0,85.0,2.0,0.6640625
105,1,169,4591.67,27.1696449704142,2994,17.715976331360945,1314.32,0.28624008258433203,1253,130,35.32053846153846,8.0,0.047337278106508875,Age Group2,Z,Level1,Homeowner,Group1,3,2,8.0,3.0,1,0.047337278106508875,1.0,14.0,152.0,2.0,0.8994082840236687
106,6,67,2014.66,30.069552238805972,193359,2885.955223880597,199.63,0.09908867997577754,338,56,35.97607142857143,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,2.0,0,0.11940298507462686,0.0,14.0,145.0,2.0,2.1641791044776117
107,29,41,1222.83,29.82512195121951,116913,2851.5365853658536,173.37,0.1417776796447585,197,33,37.055454545454545,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,14.0,116.0,2.0,2.8292682926829267
108,22,62,2671.16,43.08322580645161,69520,1121.2903225806451,373.27,0.13974078677428534,646,52,51.36846153846154,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,77.0,2.0,1.2419354838709677
109,3,104,3501.07,33.66413461538462,1544,14.846153846153847,452.3,0.12918907648233255,774,101,34.6640594059406,0.0,0.0,Age Group2,X,Level2,Homeowner,Group3,2,None/Unknown,4.0,2.0,0,0.038461538461538464,0.0,15.0,156.0,2.0,1.5
110,0,185,3461.32,18.70983783783784,192457,1040.3081081081082,595.76,0.17211930708515824,848,151,22.922649006622517,0.0,0.0,Age Group2,Y,Level4,Homeowner,Group3,1,None/Unknown,4.0,2.0,0,0.021621621621621623,0.0,16.0,153.0,2.0,0.827027027027027
111,24,51,1515.65,29.718627450980392,37164,728.7058823529412,353.06,0.2329429617655791,480,47,32.24787234042553,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.0784313725490196,0.0,20.0,163.0,2.0,3.196078431372549
112,13,80,1342.65,16.783125000000002,187947,2349.3375,85.27,0.06350873273004878,196,70,19.180714285714288,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.0125,0.0,13.0,134.0,2.0,1.675
113,2,223,15324.95,68.72174887892378,1074819,4819.816143497758,2198.01,0.14342689535691797,2013,181,84.6682320441989,2.0,0.008968609865470852,Age Group3,X,Level8,Homeowner,Group4,4,2,1.0,1.0,1,0.004484304932735426,2.0,13.0,72.0,2.0,0.32286995515695066
114,3,88,3315.63,37.67761363636364,68156,774.5,530.12,0.159885150031819,684,87,38.110689655172415,0.0,0.0,Age Group2,Y,Level4,Homeowner,Group5,2,None/Unknown,11.0,3.0,0,0.125,0.0,21.0,216.0,2.0,2.4545454545454546
115,3,201,13262.1,65.98059701492538,998548,4967.900497512438,1630.29,0.12292849548714004,1261,165,80.37636363636364,19.0,0.0945273631840796,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,1,0.01990049751243781,4.75,17.0,142.0,2.0,0.7064676616915423
116,1,83,647.72,7.803855421686747,389,4.686746987951807,262.26,0.40489717779287343,169,80,8.0965,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.12048192771084337,0.0,16.0,182.0,2.0,2.1927710843373496
117,0,94,2568.21,27.321382978723406,26693,283.968085106383,544.01,0.21182457820816833,717,89,28.85629213483146,7.0,0.07446808510638298,Age Group6,Z,Level4,Probable Owner,Group5,2,None/Unknown,2.0,2.0,1,0.02127659574468085,3.5,7.0,62.0,2.0,0.6595744680851063
118,4,90,4526.21,50.291222222222224,194723,2163.588888888889,541.97,0.11974035672229084,583,80,56.577625,0.0,0.0,Age Group4,Z,Level4,Homeowner,Group3,1,None/Unknown,7.0,3.0,0,0.07777777777777778,0.0,16.0,134.0,2.0,1.488888888888889
119,2,62,2593.01,41.822741935483876,842,13.580645161290322,209.62,0.08084041326489291,595,58,44.707068965517244,0.0,0.0,Age Group4,Y,Level8,Unknown,Group2,1,None/Unknown,5.0,2.0,0,0.08064516129032258,0.0,16.0,135.0,2.0,2.1774193548387095
120,58,19,242.32,12.753684210526316,18883,993.8421052631579,6.75,0.0278557279630241,23,17,14.254117647058823,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.10526315789473684,0.0,13.0,151.0,2.0,7.947368421052632
121,42,112,2225.58,19.87125,15773,140.83035714285714,401.37,0.18034400021567412,625,90,24.728666666666665,0.0,0.0,Age Group4,Y,Level3,Unknown,Group4,3,1,0.0,0.0,0,0.0,0.0,7.0,15.0,2.0,0.13392857142857142
122,40,132,2354.22,17.834999999999997,1068,8.090909090909092,681.42,0.28944618599791017,537,115,20.471478260869564,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.022727272727272728,0.0,14.0,118.0,2.0,0.8939393939393939
123,20,174,3222.65,18.520977011494253,113843,654.2701149425287,740.26,0.22970536670131722,583,151,21.34205298013245,0.0,0.0,Age Group4,Z,Level4,Homeowner,Group5,2,None/Unknown,5.0,1.0,0,0.028735632183908046,0.0,14.0,136.0,2.0,0.7816091954022989
124,0,61,683.41,11.203442622950819,300,4.918032786885246,145.19,0.21244933495266385,162,58,11.782931034482758,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.04918032786885246,0.0,15.0,119.0,2.0,1.9508196721311475
125,7,358,10601.5,29.613128491620113,972069,2715.276536312849,1945.21,0.18348441258312503,1397,278,38.134892086330936,2.0,0.00558659217877095,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,1,0.0,0.0,9.0,64.0,2.0,0.1787709497206704
126,12,31,853.45,27.530645161290323,401,12.935483870967742,184.9,0.21665006737360126,264,26,32.825,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,10.0,3.0,0,0.3225806451612903,0.0,23.0,189.0,2.0,6.096774193548387
127,0,191,4658.2300000000005,24.3886387434555,317269,1661.0942408376964,1308.52,0.2809049789297651,890,160,29.113937500000002,4.0,0.020942408376963352,Age Group4,Y,Level3,Unknown,Group3,1,None/Unknown,0.0,0.0,1,0.0,0.0,12.0,91.0,2.0,0.47643979057591623
128,0,41,1381.08,33.68487804878048,41235,1005.7317073170732,197.03,0.14266371245691778,252,35,39.45942857142857,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.0975609756097561,0.0,18.0,155.0,2.0,3.7804878048780486
129,21,40,475.73,11.89325,319,7.975,76.26,0.16030101107771216,169,39,12.198205128205128,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,86.0,2.0,2.15
130,373,20,511.62,25.581,32624,1631.2,55.73,0.1089285016222978,121,19,26.92736842105263,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,67.0,2.0,3.35
131,2,354,6156.22,17.39045197740113,132330,373.8135593220339,1213.85,0.19717456491158533,1317,242,25.438925619834713,0.0,0.0,Age Group4,Y,Level5,Unknown,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,9.0,54.0,2.0,0.15254237288135594
132,6,98,2875.2400000000002,29.33918367346939,12539,127.94897959183673,497.04,0.17286904745342996,610,92,31.252608695652178,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,0,0.07142857142857142,0.0,19.0,195.0,2.0,1.989795918367347
133,5,75,3823.89,50.9852,1684,22.453333333333333,882.63,0.2308199242133011,741,70,54.626999999999995,0.0,0.0,Age Group4,X,Level1,Homeowner,Group2,2,None/Unknown,6.0,2.0,0,0.08,0.0,14.0,123.0,2.0,1.64
134,2,86,5535.09,64.36151162790698,41438,481.83720930232556,1213.79,0.2192900205778045,1102,76,72.83013157894737,0.0,0.0,Age Group5,X,Level3,Homeowner,Group3,2,None/Unknown,4.0,2.0,0,0.046511627906976744,0.0,17.0,152.0,2.0,1.7674418604651163
135,0,74,717.5,9.695945945945946,309,4.175675675675675,104.46,0.14558885017421602,179,73,9.82876712328767,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,0,0.08108108108108109,0.0,14.0,162.0,2.0,2.189189189189189
136,17,77,2804.82,36.42623376623377,1485,19.285714285714285,610.66,0.2177180710348614,773,68,41.24735294117647,0.0,0.0,Age Group4,Y,Level5,Unknown,Group6,1,None/Unknown,0.0,0.0,0,0.0,0.0,11.0,75.0,2.0,0.974025974025974
137,85,38,1062.17,27.95184210526316,500,13.157894736842104,273.93,0.2578965702288711,298,37,28.7072972972973,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.07894736842105263,0.0,13.0,133.0,2.0,3.5
138,3,68,3529.19,51.89985294117647,1765,25.955882352941178,742.03,0.21025504435862052,757,68,51.89985294117647,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.014705882352941176,0.0,12.0,104.0,2.0,1.5294117647058822
139,1,83,3073.33,37.028072289156626,123816,1491.7590361445782,484.84,0.1577572209948167,594,72,42.685138888888886,9.0,0.10843373493975904,Age Group3,Z,Level6,Homeowner,Group2,1,None/Unknown,2.0,1.0,1,0.024096385542168676,4.5,16.0,162.0,2.0,1.9518072289156627
140,19,140,1720.64,12.290285714285716,923,6.5928571428571425,341.2,0.198298307606472,412,98,17.557551020408166,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.014285714285714285,0.0,16.0,131.0,2.0,0.9357142857142857
141,3,52,448.34,8.621923076923077,14709,282.86538461538464,61.22,0.1365481554177633,169,48,9.340416666666666,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,0,0.057692307692307696,0.0,10.0,102.0,2.0,1.9615384615384615
142,1,176,2324.19,13.205625,1242,7.056818181818182,396.07,0.1704120575340226,258,175,13.281085714285714,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,68.0,2.0,0.38636363636363635
143,1,408,6574.2300000000005,16.11330882352941,310038,759.8970588235294,1537.76,0.23390724084797762,1244,255,25.78129411764706,3.0,0.007352941176470588,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.0,2.0,1,0.01715686274509804,0.42857142857142855,7.0,73.0,2.0,0.17892156862745098
144,62,88,2126.31,24.162613636363634,947,10.761363636363637,462.78000000000003,0.21764465200276537,495,78,27.260384615384616,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,3.0,0,0.06818181818181818,0.0,17.0,174.0,2.0,1.9772727272727273
145,7,59,1470.49,24.9235593220339,641,10.864406779661017,377.75,0.2568871600622922,400,52,28.278653846153848,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.06779661016949153,0.0,11.0,125.0,2.0,2.1186440677966103
146,6,41,843.02,20.561463414634147,27837,678.9512195121952,214.26,0.2541576712296268,282,34,24.79470588235294,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.024390243902439025,0.0,10.0,114.0,2.0,2.7804878048780486
147,16,36,1487.21,41.31138888888889,80714,2242.0555555555557,715.7,0.4812366780750533,520,34,43.741470588235295,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,92.0,2.0,2.5555555555555554
148,12,55,1231.76,22.395636363636363,452,8.218181818181819,133.34,0.10825160745599792,307,50,24.6352,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,14.0,117.0,2.0,2.1272727272727274
149,60,215,11920.93,55.44618604651163,1241140,5772.7441860465115,1258.88,0.1056024991338763,1229,162,73.58598765432099,0.0,0.0,Age Group4,Y,Level4,Homeowner,Group5,2,None/Unknown,0.0,0.0,0,0.0,0.0,11.0,98.0,2.0,0.4558139534883721
150,103,6,230.35,38.391666666666666,100,16.666666666666668,52.18,0.22652485348382895,70,5,46.07,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8.0,2.0,0,1.3333333333333333,0.0,15.0,169.0,2.0,28.166666666666668
151,5,49,1226.14,25.02326530612245,55969,1142.2244897959183,353.82,0.2885641117653775,284,44,27.866818181818186,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,41.0,2.0,0.8367346938775511
152,15,37,1454.28,39.30486486486486,670,18.10810810810811,462.17,0.3177998734769096,329,35,41.55085714285714,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.02702702702702703,0.0,12.0,95.0,2.0,2.5675675675675675
153,9,92,1558.65,16.941847826086956,5763,62.641304347826086,316.8,0.2032528149360023,436,76,20.508552631578947,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,114.0,2.0,1.2391304347826086
154,74,30,867.1800000000001,28.906000000000002,24034,801.1333333333333,134.83,0.15548098434004476,218,27,32.11777777777778,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,82.0,2.0,2.7333333333333334
155,6,52,2101.05,40.4048076923077,15768,303.2307692307692,342.88,0.16319459317960067,399,49,42.87857142857143,0.0,0.0,Age Group3,Z,Level5,Homeowner,Group4,3,1,0.0,0.0,0,0.0,0.0,12.0,88.0,2.0,1.6923076923076923
156,1,587,5224.07,8.89960817717206,334611,570.0357751277683,756.59,0.14482769181883093,1160,326,16.02475460122699,2.0,0.0034071550255536627,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,1,0.0034071550255536627,1.0,13.0,95.0,2.0,0.16183986371379896
157,2,172,2748.9500000000003,15.982267441860467,16281,94.65697674418605,430.08,0.15645246366794593,688,145,18.958275862068966,0.0,0.0,Age Group1,Y,Level2,Homeowner,Group5,2,None/Unknown,8.0,3.0,0,0.046511627906976744,0.0,20.0,180.0,2.0,1.0465116279069768
158,7,180,1869.79,10.387722222222221,617,3.4277777777777776,402.88,0.21546804721385823,247,169,11.063846153846153,1.0,0.005555555555555556,Age Group4,Y,Level5,Homeowner,Group6,1,None/Unknown,5.0,3.0,1,0.027777777777777776,0.2,13.0,139.0,2.0,0.7722222222222223
159,14,86,2143.87,24.928720930232558,7280,84.65116279069767,425.97,0.1986920848745493,634,78,27.48551282051282,0.0,0.0,Age Group4,Y,Level1,Homeowner,Group5,2,None/Unknown,4.0,2.0,0,0.046511627906976744,0.0,9.0,80.0,2.0,0.9302325581395349
160,8,57,1536.09,26.948947368421052,44250,776.3157894736842,232.59,0.1514169091654786,375,55,27.92890909090909,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,120.0,2.0,2.1052631578947367
161,1,266,6071.52,22.82526315789474,102543,385.5,1204.96,0.1984610114106517,854,211,28.774976303317537,0.0,0.0,Age Group1,X,Level6,Unknown,Group4,3,1,1.0,1.0,0,0.0037593984962406013,0.0,17.0,120.0,2.0,0.45112781954887216
162,0,71,3037.54,42.78225352112676,1086,15.295774647887324,301.99,0.09941926690677325,430,66,46.02333333333333,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,2.0,0,0.04225352112676056,0.0,14.0,146.0,2.0,2.056338028169014
163,57,17,272.52,16.03058823529412,13578,798.7058823529412,34.42,0.12630265668574786,104,11,24.774545454545454,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,2.0,0,0.23529411764705882,0.0,13.0,118.0,2.0,6.9411764705882355
164,3,116,4272.41,36.83112068965517,61123,526.9224137931035,1055.33,0.24701046950082037,1127,103,41.47970873786408,6.0,0.05172413793103448,Age Group4,Y,Level4,Unknown,Group5,2,None/Unknown,0.0,0.0,1,0.0,0.0,11.0,56.0,2.0,0.4827586206896552
165,1,174,2995.47,17.215344827586204,297177,1707.9137931034484,1015.44,0.3389918777353805,502,150,19.9698,2.0,0.011494252873563218,Age Group5,X,Level4,Homeowner,Group5,2,None/Unknown,4.0,2.0,1,0.022988505747126436,0.5,15.0,166.0,2.0,0.9540229885057471
166,5,122,3059.69,25.079426229508197,1227,10.057377049180328,374.35,0.12234899614013185,410,119,25.71168067226891,0.0,0.0,Age Group2,X,Level5,Homeowner,Group4,3,1,7.0,2.0,0,0.05737704918032787,0.0,14.0,119.0,2.0,0.9754098360655737
167,2,20,1268.02,63.400999999999996,392,19.6,115.4,0.09100802826453842,286,19,66.73789473684211,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.1,0.0,14.0,129.0,2.0,6.45
168,11,37,510.8,13.805405405405406,17183,464.4054054054054,61.12,0.1196554424432263,129,36,14.18888888888889,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,114.0,2.0,3.081081081081081
169,36,24,255.58,10.649166666666668,66926,2788.5833333333335,26.48,0.10360748102355427,27,18,14.19888888888889,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,61.0,2.0,2.5416666666666665
170,18,45,2024.51,44.989111111111114,13740,305.3333333333333,523.28,0.25847242048693264,578,43,47.08162790697674,0.0,0.0,Age Group2,X,Level7,Homeowner,Group4,4,2,0.0,0.0,0,0.0,0.0,6.0,18.0,2.0,0.4
171,10,25,740.46,29.6184,7651,306.04,156.01,0.21069335278070386,310,24,30.852500000000003,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,137.0,2.0,5.48
172,2,159,1770.8700000000001,11.137547169811322,162153,1019.8301886792453,162.31,0.0916555139564169,192,103,17.192912621359223,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,106.0,2.0,0.6666666666666666
173,317,10,234.97,23.497,121,12.1,41.85,0.17810784355449633,51,10,23.497,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,13.0,84.0,2.0,8.4
174,42,27,1208.39,44.75518518518519,641,23.74074074074074,250.18,0.20703580797590182,321,27,44.75518518518519,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,7.0,28.0,2.0,1.037037037037037
175,56,51,1154.02,22.627843137254903,740,14.509803921568627,183.45,0.15896604911526663,314,45,25.64488888888889,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,9.0,81.0,2.0,1.588235294117647
176,100,23,788.29,34.27347826086957,65372,2842.2608695652175,148.69,0.1886234761318804,177,22,35.83136363636363,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,99.0,2.0,4.304347826086956
177,19,50,1130.58,22.6116,39323,786.46,216.74,0.1917069114967539,310,46,24.57782608695652,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,11.0,77.0,2.0,1.54
178,0,119,2028.47,17.04596638655462,893,7.504201680672269,310.68,0.15315977066458958,350,105,19.318761904761907,0.0,0.0,Age Group2,X,Level3,Homeowner,Group1,5+,3+,0.0,0.0,0,0.0,0.0,13.0,105.0,2.0,0.8823529411764706
179,189,38,620.5600000000001,16.330526315789474,288,7.578947368421052,142.11,0.22900283614799535,143,37,16.771891891891894,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,100.0,2.0,2.6315789473684212
180,15,68,2103.4,30.93235294117647,2617,38.48529411764706,396.48,0.18849481791385375,479,57,36.901754385964914,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.014705882352941176,0.0,6.0,52.0,2.0,0.7647058823529411
181,119,39,1670.82,42.84153846153846,150333,3854.6923076923076,353.7,0.21169246238373973,364,26,64.26230769230769,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.05128205128205128,0.0,15.0,129.0,2.0,3.3076923076923075
182,55,36,1162.34,32.28722222222222,729,20.25,272.39,0.23434623259975568,283,34,34.186470588235295,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,2.0,0,0.05555555555555555,0.0,13.0,106.0,2.0,2.9444444444444446
183,37,136,1560.67,11.475514705882354,808,5.9411764705882355,197.71,0.12668277086123267,355,110,14.187909090909091,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,72.0,2.0,0.5294117647058824
184,0,257,7090.07,27.58782101167315,593749,2310.307392996109,1048.93,0.1479435322923469,827,195,36.35933333333333,4.0,0.01556420233463035,Age Group4,Y,Level3,Unknown,Group2,1,None/Unknown,5.0,2.0,1,0.019455252918287938,0.8,12.0,95.0,2.0,0.36964980544747084
185,6,68,2137.62,31.435588235294116,93549,1375.7205882352941,611.39,0.2860143524106249,476,55,38.86581818181818,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,0,0.07352941176470588,0.0,18.0,166.0,2.0,2.4411764705882355
186,5,3,59.52,19.84,20,6.666666666666667,3.7800000000000002,0.06350806451612903,13,3,19.84,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,1.0,0,0.3333333333333333,0.0,14.0,120.0,2.0,40.0
187,6,59,701.0,11.88135593220339,427,7.237288135593221,167.24,0.23857346647646221,262,49,14.306122448979592,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,3.0,7.0,2.0,0.11864406779661017
188,15,43,1847.6200000000001,42.96790697674419,36901,858.1627906976744,451.4,0.24431430705448087,478,38,48.62157894736843,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.046511627906976744,0.0,11.0,91.0,2.0,2.116279069767442
189,19,38,801.99,21.105,29305,771.1842105263158,86.46,0.10780683050910858,149,38,21.105,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,1.0,0,0.05263157894736842,0.0,10.0,98.0,2.0,2.5789473684210527
190,42,23,696.28,30.273043478260867,283,12.304347826086957,137.98,0.19816740391796403,206,19,36.64631578947368,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,10.0,59.0,2.0,2.5652173913043477
191,3,34,552.85,16.26029411764706,25375,746.3235294117648,148.3,0.2682463597720901,182,27,20.475925925925928,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0,0.0,0.0,12.0,76.0,2.0,2.235294117647059
192,1,95,3778.08,39.769263157894734,1498,15.76842105263158,552.28,0.14618007030025834,494,93,40.62451612903226,2.0,0.021052631578947368,Age Group4,X,Level4,Homeowner,Group2,2,None/Unknown,0.0,0.0,1,0.0,0.0,11.0,70.0,2.0,0.7368421052631579
193,17,136,4814.66,35.40191176470588,706882,5197.661764705882,580.8,0.12063157107667,501,100,48.1466,0.0,0.0,Age Group4,X,Level6,Homeowner,Group5,2,None/Unknown,5.0,2.0,0,0.03676470588235294,0.0,10.0,116.0,2.0,0.8529411764705882
